adoption,adoptionDegree,authors,docId,docLabel,docTitle,docType,group,href,implementationDate,keywords,leadingunit,participationUnits,publicationDate,publisher,status.active,workInfo.review,status.stabilized,status.stabilizedDate,status.superseded,status.supersededBy,status.withdrawn,references.normative,status.statusNote,references.bibliographic,docElement,docNumber,docPart,repo,doi,relatedDocs,status.reaffirmDate,status.reaffirmed,status.unknown,status.draft,status.publicCd,status.amended,status.amendedDate,status.amendedBy,details
undefined,undefined,"[""杨明达"",""顾正保"",""陈江"",""罗燕钢"",""王家有""]",gyt-39-2007,GY/T 39-2007,电影发行拷贝技术质量规范,行业标准,中国电影科学技术研究所,./pdf/GYT_39-2007_电影发行拷贝技术质量规范.pdf,2007-09-01,"[""发行""]",北京电影洗印录像技术厂,"[""北京电影洗印录像技术厂"",""中国电影集团公司"",""国家广播电影电视总局电影技术质量检测所"",""中国电影科学技术研究所""]",2007-06-12,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gbt-2926-2000"",""gbt-5297-2002"",""gbt-5300-1994"",""gbt-15769-1995"",""gbt-4638-1997"",""gbt-5299-2002""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gy-39-1987,GY 39-1987,35mm和16mm电影发行拷贝的出厂技术质量要求,行业标准,中国电影科学技术研究所,./pdf/GY_39-1987_35mm和16mm电影发行拷贝的出厂技术质量要求.pdf,1987-12-31,"[""发行"",""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""北京电洗印录象厂""]",1987-10-29,中华人民共和国广播电影电视部,false,null,undefined,undefined,true,"[""gyt-39-2007""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gy-40-1987,GY 40-1987,8.75mm电影发行贝的出厂技术质量要求,行业标准,中国电影科学技术研究所,./pdf/GY_40-1987_8.75mm电影发行贝的出厂技术质量要求.pdf,1988-01-01,"[""发行"",""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""北京电洗印录象厂""]",1987-10-30,中华人民共和国广播电影电视部,undefined,null,undefined,undefined,undefined,undefined,true,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gy-41-1987,GY 41-1987,35mm单机立体电影的摄影画幅位置和尺寸,行业标准,中国电影科学技术研究所,./pdf/GY_41-1987_35mm单机立体电影的摄影画幅位置和尺寸.pdf,1988-01-01,"[""立体"",""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1987-10-30,中华人民共和国广播电影电视部,undefined,null,undefined,undefined,undefined,undefined,true,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gy-42-1987,GY 42-1987,35mm单机偏光立体电影放映效果技术要求,行业标准,中国电影科学技术研究所,./pdf/GY_42-1987_35mm单机偏光立体电影放映效果技术要求.pdf,1988-01-01,"[""立体"",""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1987-10-30,中华人民共和国广播电影电视部,undefined,null,undefined,undefined,undefined,undefined,true,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gy-43-1987,GY 43-1987,16mm单机立体电影贝的画幅位置位置和尺寸,行业标准,中国电影科学技术研究所,./pdf/GY_43-1987_16mm单机立体电影贝的画幅位置位置和尺寸.pdf,1988-01-01,"[""立体"",""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1987-10-30,中华人民共和国广播电影电视部,undefined,null,undefined,undefined,undefined,undefined,true,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gy-44-1987,GY 44-1987,16mm单机偏光立体电影放映效果技术要求,行业标准,中国电影科学技术研究所,./pdf/GY_44-1987_16mm单机偏光立体电影放映效果技术要求.pdf,1988-01-01,"[""立体"",""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1987-10-30,中华人民共和国广播电影电视部,undefined,null,undefined,undefined,undefined,undefined,true,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gyt-101-91,GY/T 101-91,35mm环幕电影摄影机片窗所形成的影像和发行拷贝可放映画面的位置及尺寸,行业标准,中国电影科学技术研究所,./pdf/GYT_101-91_35mm环幕电影摄影机片窗所形成的影像和发行拷贝可放映画面的位置及尺寸.pdf,1992-01-01,"[""环幕"",""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1992-01-01,中华人民共和国广播电影电视部,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso8001-1984""]",参考采用（REF）,undefined,gyt-102-1991,GY/T 102-1991,曝光不足的电影胶片需作强力显影的标识方法,行业标准,中国电影科学技术研究所,undefined,1992-01-01,"[""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1992-01-01,中华人民共和国广播电影电视部,false,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8001-1984,ISO 8001:1984,Cinematography — Underexposed motion-picture film requiring forced development — Designation method,国际标准,iso-tc36-tc,https://www.iso.org/standard/15000.html,undefined,undefined,undefined,undefined,1984-11,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gyt-112-1993,GY/T 112-1993,电影鉴定放映室声光技术条件,行业标准,中国电影科学技术研究所,./pdf/GYT_112-1993_电影鉴定放映室声光技术条件.pdf,undefined,"[""测量""]",上海电影发行放映公司,"[""上海电影发行放映公司"",""中国电影科学技术研究所""]",undefined,中华人民共和国广播电影电视部,true,null,undefined,undefined,undefined,undefined,undefined,"[""gbt-2925-1982"",""gbt-4645"",""gbt-5880"",""gbt-13157-1991"",""gbt-13156""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-13156-1991,GB/T 13156-1991,电影院观众厅建筑声学的技术要求,国家标准,中国电影科学技术研究所,undefined,undefined,undefined,undefined,undefined,undefined,国家标准总局,false,null,undefined,undefined,true,"[""gbt-3557-1994""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-5880-1986,GB/T 5880-1986,电影院和鉴定放映室放映幕干扰光的测量方法和技术要求,国家标准,中国电影科学技术研究所,undefined,undefined,undefined,undefined,undefined,undefined,国家标准总局,false,null,undefined,undefined,true,"[""gyt-189-2003""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-2925-1982,GB/T 2925-1982,影片技术鉴定放映室的银幕亮度,国家标准,中国电影科学技术研究所,undefined,undefined,undefined,undefined,undefined,undefined,国家标准总局,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gyt-183-2002,GY/T 183-2002,数字立体声电影院的技术标准,行业标准,中国电影科学技术研究所,./pdf/GYT_183-2002_数字立体声电影院的技术标准.pdf,2002-12-01,"[""立体"",""测量"",""检测能力""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",2002-08-20,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gbt-4959-1995"",""gyt-112-1993"",""gbt-15397-1994"",""gbt-3557-1994"",""gbt-4645-1994"",""zb-n40-004-1988"",""zb-n40-005-1988""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,zb-n40-004-1988,ZB N40 004-1988,电影放映画面抖动等级,专业标准,秦皇岛视听机械研究所,undefined,undefined,undefined,undefined,undefined,undefined,机械电子工业部,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-4645-1994,GB/T 4645-1994,室内影院和鉴定放映室的银幕亮度,国家标准,国家电影局,undefined,undefined,undefined,undefined,undefined,undefined,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,false,null,undefined,undefined,true,"[""gbt-4645-2006""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-4959-1995,GB/T 4959-1995,厅堂扩声特性测量方法,国家标准,全国音频、视频及多媒体系统与设备标准化技术委员会（TC242）,undefined,undefined,undefined,undefined,undefined,undefined,国家技术监督局,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gyt-188-2003,GY/T 188-2003,电影放映幕主要特性的测定方法,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,undefined,undefined,"[""银幕"",""测量""]",undefined,undefined,undefined,国家广播电影电视总局,undefined,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gyt-189-2003,GY/T 189-2003,电影院和鉴定放映室放映幕干扰光的测量方法和技术要求,行业标准,中国电影科学技术研究所,./pdf/GYT_189-2003_电影院和鉴定放映室幕干扰光的测量方法和技术要求.pdf,undefined,"[""测量""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",undefined,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gyt-190-2003,GY/T 190-2003,供交换用影片及其磁性声迹素材容器标签的最低限内容,行业标准,中国电影科学技术研究所,./pdf/GYT_190-2003_供交换用影片及其磁性声迹素材容器标签的最低限内容.pdf,undefined,"[""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",undefined,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gyt-191-2003,GY/T 191-2003,已加工电影安全胶片的贮存技术,行业标准,中国电影科学技术研究所,./pdf/GYT_191-2003_已加工电影安全胶片的贮存技术.pdf,undefined,"[""胶片工艺"",""存档""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",undefined,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""敬健"",""刘健南""]",gyt-207-2005,GY/T 207-2005,电影院计算机票务管理系统软件技术规范,行业标准,中国电影科学技术研究所,./pdf/GYT_207-2005_电影院计算机票务管理系统软件技术规范.pdf,2005-06-01,"[""影院信息化"",""票务"",""测量""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""国家广播电影电视总局电影技术质量检测所""]",2005-05-09,国家广播电影电视总局,false,null,undefined,undefined,true,"[""gyt-276-2013""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""季平"",""刘健南"",""王文强"",""金悦"",""乔彦宏"",""何昊"",""李国伟"",""张红"",""冯军"",""林晓飞"",""李贺"",""卢铭辉"",""吴一凡"",""赵涛"",""张焕岭"",""张学静"",""王吴迪"",""姜楠"",""李涛""]",gyt-276-2013,GY/T 276-2013,电影院票务管理系统技术要求和测量方法,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_276-2013_电影院票务管理系统技术要求和测量方法.pdf,2013-12-31,"[""影院信息化"",""票务"",""测量"",""检测能力""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""国家新闻出版广电总局电影技术质量检测所"",""国家电影事业发展专项资金管理委员会办公室"",""国家新闻出版广电总局电影数字节目管理中心"",""上海市文化广播影视管理局"",""太极计算机股份有限公司"",""中影博圣影视科技有限公司"",""中影环球(北京)科技有限公司"",""北京华夏满天星城市网络售票技术有限公司"",""北京捷通无限科技有限公司"",""北京影合众新媒体技术服务有限公司"",""北京中鑫汇科软件技术有限公司"",""广东粤科软件工程有限公司"",""哈票网络科技（北京）有限公司"",""上海格瓦商务信息咨询有限公司"",""沃思达娱乐软件有限公司"",""中演票务通文化发展有限责任公司""]",2013-12-31,国家广播电影电视总局,true,null,undefined,undefined,true,"[""专资-1-2022""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,true,undefined,"[""gyt-276-2013-2015""]",undefined
undefined,undefined,undefined,gyt-276-2013-2015,GY/T 276-2013-2015,《电影院票务管理系统技术要求和测量方法》第1号修改单,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_276-2013-2015_《电影院票务管理系统技术要求和测量方法》第1号修改单.pdf,2015-08-03,"[""影院信息化"",""票务"",""测量""]",undefined,undefined,2015-08-03,国家新闻出版广电总局,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
