adoption,adoptionDegree,authors,docId,docLabel,docTitle,docType,group,href,implementationDate,keywords,leadingunit,participationUnits,publicationDate,publisher,status.active,workInfo.review,status.stabilized,status.stabilizedDate,status.superseded,status.supersededBy,status.withdrawn,references.normative,status.statusNote,references.bibliographic,docElement,docNumber,docPart,repo,doi,relatedDocs,status.reaffirmDate,status.reaffirmed,status.unknown,status.draft,status.publicCd,status.amended,status.amendedDate,status.amendedBy,details
undefined,undefined,undefined,as-dcp,AS-DCP,Application Specification for Digital Cinema Packaging,国外规范,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DCI,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso-266-1997,ISO 266-1997,Acoustics-Preferred frequencies for measurements,国际标准,iso-tc43-tc,https://www.iso.org/standard/1350.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-17975.2-2000,GB/T 17975.2-2000,信息技术 运动图像及其伴音信息的通用编码 第2部分：视频,国家标准,全国信息技术标准化技术委员会（TC28）,undefined,undefined,undefined,undefined,undefined,undefined,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""宋强"",""王孝福"",""李锐""]",gyt-288-2014,GY/T 288-2014,电影送审数字母版字幕技术要求,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_288-2014_电影送审数字母版字幕技术要求.pdf,2015-01-20,"[""审查"",""母版""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""国家新闻出版广电总局电影局""]",2015-01-20,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gdj-017-2007""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso26428-1-2008""]",等同采用（IDT）,"[""李虹珊"",""刘茂英"",""张鑫"",""刘达""]",gyt-292.1-2015,GY/T 292.1-2015,数字电影发行母版 第1部分：图像特性,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_292.1-2015_数字电影发行母版_第1部分：图像特性.pdf,2015-07-28,"[""母版""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",2015-07-28,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26428-1-2008,ISO 26428-1:2008,Digital cinema (D-cinema) distribution master — Part 1: Image characteristics,国际标准,iso-tc36-tc,https://www.iso.org/standard/50204.html,undefined,"[""DCinema"",""DCDM"",""DCP核心"",""发行"",""图像""]",undefined,undefined,2008-09-01,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso26428-2-2008""]",等同采用（IDT）,"[""陈飞"",""吴凌"",""王东"",""徐嘉"",""晁强""]",gyt-292.2-2015,GY/T 292.2-2015,数字电影发行母版 第2部分：音频特性,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_292.2-2015_数字电影发行母版_第2部分：音频特性.pdf,2015-07-28,"[""母版""]",中影电影数字制作基地有限公司,"[""中影电影数字制作基地有限公司""]",2015-07-28,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26428-2-2008,ISO 26428-2:2008,Digital cinema (D-cinema) distribution master — Part 3: Audio channel mapping and channel docLabeling,国际标准,iso-tc36-tc,https://www.iso.org/standard/50218.html,undefined,"[""DCinema"",""DCDM"",""DCP核心"",""发行"",""声音""]",undefined,undefined,2008-07-01,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,2017-01-01,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso26429-3-2008""]",等同采用（IDT）,"[""刘茂英"",""张鑫"",""刘达""]",gyt-293.1-2015,GY/T 293.1-2015,数字电影打包 第1部分：声音和图像轨迹文件,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_293.1-2015_数字电影打包_第1部分：声音和图像轨迹文件.pdf,2015-07-28,"[""打包""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",2015-07-28,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26429-3-2008,ISO 26429-3:2008,Digital cinema (D-cinema) packaging — Part 3: Sound and picture track file,国际标准,iso-tc36-tc,https://www.iso.org/standard/50205.html,undefined,"[""DCinema"",""打包"",""DCP核心"",""图像"",""声音"",""MXF应用"",""JPEG2000""]",undefined,undefined,2008-07-01,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,2017-01-01,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso26429-4-2008""]",等同采用（IDT）,"[""刘戈三"",""李铭"",""刘茂英"",""张鑫"",""刘达"",""常乐"",""陈军""]",gyt-293.2-2015,GY/T 293.2-2015,数字电影打包 第2部分：MXF JPEG2000应用,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_293.2-2015_数字电影打包_第2部分：MXF_JPEG2000应用.pdf,2015-07-28,"[""打包"",""JPEG2000"",""MXF应用""]",北京电影学院,"[""北京电影学院"",""中国电影科学技术研究所""]",2015-07-28,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26429-4-2008,ISO 26429-4:2008,Digital cinema (D-cinema) packaging — Part 4: MXF JPEG 2000 application,国际标准,iso-tc36-tc,https://www.iso.org/standard/50221.html,undefined,"[""DCinema"",""打包"",""DCP核心"",""图像"",""MXF应用"",""JPEG2000""]",undefined,undefined,2008-09-01,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,2018-01-01,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""李枢平"",""张红"",""徐宏"",""崔志民"",""王建雄"",""牛小明"",""赵思行""]",gyt-294-2015,GY/T 294-2015,电影数字节目版权保护技术体系框架,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_294-2015_电影数字节目版权保护技术体系框架.pdf,2015-08-18,"[""安全""]",国家新闻出版广电总局电影数字节目管理中心,"[""国家新闻出版广电总局电影数字节目管理中心""]",2015-08-18,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gyt-251-2011"",""gyt-256-2012"",""iso26429-6-2008"",""iso26430-1-2008"",""iso26430-2-2008"",""iso26430-6-2009"",""dci-dcss-v12""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26430-1-2008,ISO 26430-1:2008,Digital cinema (D-cinema) operations — Part 1: Key delivery message,国际标准,iso-tc36-tc,https://www.iso.org/standard/50206.html,undefined,"[""DCinema"",""运营"",""安全"",""KDM""]",undefined,undefined,2008-07-01,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,2017-01-01,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26430-2-2008,ISO 26430-2:2008,Digital cinema (D-cinema) operations — Part 2: Digital certificate,国际标准,iso-tc36-tc,https://www.iso.org/standard/50224.html,undefined,"[""DCinema"",""运营"",""DCP核心"",""安全"",""KDM""]",undefined,undefined,2008-09-01,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,2017-01-01,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26430-6-2009,ISO 26430-6:2009,Digital cinema (D-cinema) operations — Part 6: Auditorium security messages for intra-theater communications,国际标准,iso-tc36-tc,https://www.iso.org/standard/52790.html,undefined,"[""DCinema"",""安全"",""运营""]",undefined,undefined,2009-12-01,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,2015-01-01,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,dci-dcss-v12,DCSS v1.2 2012-1010,Digital Cinema System Specification Version 1.2,国外规范,undefined,https://www.dcimovies.com/archives/spec_v1_2_With_Errata_Incorporated/DCI_DCSS_v12_with_errata_2012-1010.pdf,undefined,undefined,undefined,undefined,2012-08-30,DCI,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""刘戈三"",""常乐"",""徐嘉"",""刘茂英"",""黄晓宇""]",gyt-309-2017,GY/T 309-2017,数字电影数据包（DCP）标题命名与载体标识技术规范,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_309-2017_数字电影数据包（DCP）标题命名与载体标识技术规范.pdf,2017-11-24,"[""DCP应用""]",北京电影学院,"[""北京电影学院"",""中国电影股份有限公司"",""中国电影科学技术研究所""]",2017-11-24,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gyt-310-2017"",""iso26429-7-2008""]",undefined,"[""gdj-017-2007"",""gbt-2659-2000"",""gbt-4880.1-2005"",""dci-dcss-v12"",""dcnc""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,dcnc,ISDCF Doc 01,Digital Cinema Content Naming Convention,国外规范,undefined,http://isdcf.com/dcnc,undefined,"[""DCinema"",""DCP核心"",""打包"",""发行""]",undefined,undefined,undefined,ISDCF,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,https://github.com/ISDCF/registries,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,ISDCF维护的命名DCP文件的建议。
undefined,undefined,undefined,gbt-4880.1-2005,GB/T 4880.1-2005,语种名称代码 第1部分:2字母代码,国家标准,全国语言与术语标准化技术委员会（TC62）,undefined,undefined,undefined,undefined,undefined,undefined,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-2659-2000,GB/T 2659-2000,世界各国和地区名称代码,国家标准,全国信息与文献标准化技术委员会（TC4）,undefined,undefined,undefined,undefined,undefined,undefined,国家质量技术监督局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""刘戈三"",""常乐"",""徐嘉"",""刘茂英"",""黄晓宇""]",gyt-310-2017,GY/T 310-2017,数字电影放映模式设置技术规范,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_310-2017_数字电影放映模式设置技术规范.pdf,2017-11-24,"[""放映""]",北京电影学院,"[""北京电影学院"",""中国电影股份有限公司"",""中国电影科学技术研究所""]",2017-11-24,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gbt-17975.2-2000"",""iso15444-1""]",undefined,"[""dci-dcss-v12"",""gdj-017-2007""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gy-5020-1995,GY 5020-1995,电影工程建设标准管理办法,规范性文件,广电总局工程建设标准定额管理中心,./pdf/GY_5020-1995_电影工程建设标准管理办法.pdf,1995-03-05,"[""工程建设""]",广播电影电视部计划财务司,undefined,1995-03-05,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""瞿瑞虎"",""桂信安"",""陈子俊"",""薛韵琴"",""陈秀琼"",""郑耀辉"",""张福冠"",""苑秀岩"",""张寅初"",""李丹江""]",gyt-5059-1997,GY/T 5059-1997,电影工程设计图形符号和文字符号,行业标准,广电总局工程建设标准定额管理中心,./pdf/GYT_5059-1997_电影工程设计图形符号和文字符号.pdf,1997-10-01,"[""工程建设""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1997-03-28,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""裘建东"",""刘正铃"",""张红印"",""韩志宏"",""王建磊""]",gy-5060-2008,GY 5060-2008,广播电影电视建筑工程抗震设防分类标准,行业标准,广电总局工程建设标准定额管理中心,./pdf/GY_5060-2008_广播电影电视建筑工程抗震设防分类标准.pdf,2009-03-01,"[""工程建设""]",中广电广播电影电视设计研究院,"[""中广电广播电影电视设计研究院""]",2008-12-19,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""向荣"",""张学柱"",""孙巍"",""路晓俐"",""朱峰"",""冯鹤"",""雷振宇""]",gyt-5061-2015,GY/T 5061-2015,广播电影电视工程技术用房照明设计规范,行业标准,广电总局工程建设标准定额管理中心,./pdf/GYT_5061-2015_广播电影电视工程技术用房照明设计规范.pdf,2016-02-01,"[""工程建设""]",中广电广播电影电视设计研究院,"[""中广电广播电影电视设计研究院"",""中央电视台"",""中央人民广播电台"",""中国国际广播电台"",""中影电影数字制作基地有限公司""]",2016-01-04,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""陈秀琼"",""张敏"",""吴正大""]",gy-5066-2000,GY 5066-2000,电影摄影棚灯光系统设计规范,行业标准,广电总局工程建设标准定额管理中心,./pdf/GY_5066-2000_电影摄影棚灯光系统设计规范.pdf,2000-12-01,"[""工程建设""]",国家广播电影电视总局设计院,"[""国家广播电影电视总局设计院"",""中央电视台"",""北京电影制片厂""]",2000-11-09,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""林长海"",""赵辉"",""金鹏"",""黄淑明"",""裘建东"",""陈红"",""于象玉"",""刘孔泉"",""李道君"",""康玉清"",""付举宏""]",gy-5067-2017,GY 5067-2017,广播电影电视建筑设计防火标准,行业标准,广电总局工程建设标准定额管理中心,./pdf/GY_5067-2017_广播电影电视建筑设计防火标准.pdf,2018-01-01,"[""工程建设""]",中广电广播电影电视设计研究院,"[""中广电广播电影电视设计研究院"",""国家新闻出版广电总局保卫司""]",2017-09-24,国家新闻出版广电总局/中华人民共和国公安部,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""刘翼光"",""吴敏""]",gdj-003-2007,GD/J 003-2007,数字电影农村公益流动放映管理系统技术规范,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,undefined,undefined,"[""流动""]",undefined,undefined,undefined,国家广播电影电视总局,false,null,undefined,undefined,true,"[""gdj-013-2007""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""季平"",""陈江"",""赵广颖"",""刘翼光"",""吴敏"",""徐宏""]",gdj-013-2007,GD/J 013-2007,数字电影流动放映系统技术要求,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,undefined,2007-05-28,"[""流动"",""测量""]",国家广播电影电视总局电影技术质量检测所,"[""国家广播电影电视总局电影技术质量检测所"",""国家广播电影电视总局电影数字节目管理中心""]",2007-05-28,国家广播电影电视总局,false,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""季平"",""陈江"",""刘达"",""张鑫""]",gdj-014-2007,GD/J 014-2007,数字影院（中档）放映系统技术要求,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,undefined,2007-08-02,"[""中档"",""测量""]",国家广播电影电视总局电影技术质量检测所,"[""国家广播电影电视总局电影技术质量检测所"",""中国电影科学技术研究所""]",2007-08-02,国家广播电影电视总局,false,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""季平"",""陈江"",""赵广颖"",""王晋芳""]",gdj-016-2007,GD/J 016-2007,数字电影流动放映系统检测方法,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,undefined,2007-08-03,"[""流动"",""测量""]",国家广播电影电视总局电影技术质量检测所,"[""国家广播电影电视总局电影技术质量检测所""]",2007-08-03,国家广播电影电视总局,false,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""季平"",""刘健南"",""陈晓艺""]",gdj-029-2010,GD/J 029-2010,数字电影流动放映监管信息GPS、GPRS接口技术要求和测试方法（暂行）,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GDJ_029-2010_数字电影流动放映监管信息GPS、GPRS接口技术要求和测试方法（暂行）.pdf,2010-01-01,"[""流动"",""测量"",""检测能力""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",2010-01-01,国家广播电影电视总局科技司,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""王孝福"",""郑景泉"",""陈留英"",""沈连忠"",""晃强"",""陈晓艺""]",gdj-032-2010,GD/J 032-2010,电影送审标准拷贝声画技术质量主观评价方法,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GDJ_032-2010_电影送审标准拷贝声画技术质量主观评价方法.pdf,2010-10-14,"[""审查""]",国家广播电影电视总局电影局,"[""国家广播电影电视总局电影局"",""中国电影科学技术研究所""]",2010-10-14,国家广播电影电视总局科技司,true,null,undefined,undefined,undefined,undefined,undefined,"[""gyt-112-1993""]",undefined,"[""gbt-2926-2000"",""gbt-4638-1997"",""gbt-4645-2006"",""gbt-5297-2002"",""gbt-5298-1985"",""gbt-13920-1992"",""gbt-15397-1994"",""gyt-189-2003"",""jbt-10064.2-1999"",""zb-n40-005-1988"",""zb-y-212-1984""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,zb-y-212-1984,ZB Y 212-1984,35mm电影放映画面检验片技术条件,专业标准,秦皇岛视听机械研究所,undefined,undefined,"[""胶片工艺""]",undefined,undefined,undefined,机械电子工业部,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,zb-n40-005-1988,ZB N40 005-1988,电影放映画面清晰度等级,专业标准,秦皇岛视听机械研究所,undefined,1989-01-01,undefined,undefined,undefined,1988-07-12,机械电子工业部,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,jbt-10064.2-1999,JB/T 10064.2-1999,70、35和16mm电影放映画面抖动等级,行业标准,国家机械工业局,undefined,undefined,"[""胶片工艺""]",undefined,undefined,undefined,国家机械工业局,undefined,null,undefined,undefined,undefined,undefined,true,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-13920-1992,GB/T 13920-1992,35mm电影 主观检验片（彩色测试图）,国家标准,中国机械工业联合会,./pdf/GBT_13920-1992_35mm电影_主观检验片（彩色测试图）.pdf,2016-07-1,"[""胶片工艺""]",undefined,undefined,2015-12-10,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""冯庆一"",""李波"",""顾正保"",""宋强"",""张荣"",""黄宁"",""刘惠中"",""陈晓艺""]",gdj-033-2010,GD/J 033-2010,电影送审数字母版声画技术质量主观评价方法,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GDJ_033-2010_电影送审数字母版声画技术质量主观评价方法.pdf,2010-10-14,"[""审查"",""母版""]",国家广播电影电视总局电影局,"[""国家广播电影电视总局电影局"",""中国电影科学技术研究所""]",2010-10-14,国家广播电影电视总局科技司,true,null,undefined,undefined,undefined,undefined,undefined,"[""gdj-017-2007""]",undefined,"[""gdj-013-2007""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""韩晓黎"",""陈飞"",""陈江"",""程阳"",""吴凌"",""林方亮"",""陈登科"",""李娜"",""徐嘉""]",gdj-040-2012,GD/J 040-2012,数字电影巨幕影院技术规范和测量方法,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GDJ_040-2012_数字电影巨幕影院技术规范和测量方法.pdf,2012-07-26,"[""巨幕"",""测量""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""国家广播电影电视总局电影技术质量检测所"",""中国电影集团公司"",""中广电广播电影电视设计研究院""]",2012-07-26,国家广播电影电视总局,false,null,undefined,undefined,true,"[""dyt-3-2020""]",undefined,"[""gbt-13982-2011"",""gbt-21048-2007"",""gyt-183-2002"",""gdj-017-2007"",""jbt-7809-2005"",""dci-dcss""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso1019-1982""]",修改采用（MOD）,undefined,jbt-6168-2007,JB/T 6168-2007,16mm电影摄影机白昼装片型片夹 尺寸,行业标准,中国机械工业联合会,undefined,undefined,undefined,undefined,undefined,undefined,国家发展和改革委员会,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,jbt-7809-2005,JB/T 7809-2005,放映银幕特性参数和测定方法,行业标准,秦皇岛视听机械研究所,undefined,undefined,undefined,undefined,undefined,undefined,国家发展和改革委员会,undefined,null,undefined,undefined,true,"[""gbt-32200-2015""]",true,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,sjt-11346-2015,SJ/T 11346-2015,电子投影机测量方法,行业标准,全国音频、视频及多媒体系统与设备标准化技术委员会（TC242）,./pdf/SJT_11346-2015_电子投影机测量方法.pdf,undefined,"[""检测能力""]",undefined,undefined,undefined,工业和信息化部,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""季平"",""龚波"",""王萃"",""王木旺"",""刘健南"",""王文强"",""俞哲"",""张鑫"",""崔强"",""李志永"",""王春梅"",""全笑峰"",""高航军"",""高峰"",""董强国""]",gdj-045-2013,GD/J 045-2013,电影数字拷贝卫星分发系统技术要求和测量方法,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GDJ_045-2013_电影数字拷贝卫星分发系统技术要求和测量方法.pdf,2013-09-02,"[""发行"",""影院信息化"",""测量"",""检测能力""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""国家广播电影电视总局电影技术质量检测所"",""北京海威汇达计算机技术有限责任公司""]",2013-09-02,国家新闻出版广电总局科技司,true,null,undefined,undefined,undefined,undefined,undefined,"[""gbt-11313.24-2001"",""gbt-17975.1-2010"",""gyt-150-2000"",""gyt-247-2011"",""iso-18033-3-2010"",""rfc1321""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,rfc1321,IETF 1321,The MD5 Message-Digest Algorithm,国外标准,undefined,https://www.rfc-editor.org/rfc/rfc1321,undefined,undefined,undefined,undefined,1992-04-01,IETF,false,null,undefined,undefined,true,"[""rfc6151""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,rfc6151,IETF 6151,Updated Security Considerations for the MD5 Message-Digest and the HMAC-MD5 Algorithms,国外标准,undefined,https://tools.ietf.org/html/rfc6151,undefined,undefined,undefined,undefined,2011-03-01,IETF,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso-18033-3-2010,ISO/IEC 18033-3:2010,Information technology — Security techniques — Encryption algorithms — Part 3: Block ciphers,国际标准,undefined,https://www.iso.org/standard/54531.html,undefined,undefined,undefined,undefined,undefined,ISO/IEC,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,true,undefined,undefined,undefined
